content,rating
"baunya enak, sayang bukan tipe saya, saya mau cari yg cocok buat saya mykonos mantap dengan banyak varian",5
"cakep packaging dan botolnya ga kayak brand lokal🙌 free nya gede banget dan banyak karena masing2 purchase dapat 1 botol 125ml sama 3,5ml :) ngabisinnya gimana yak wkwk makasih dah",5
"gilaak ini sih dr packaging aja udh bikin penisirin, box nya wow kayak terima kado dr dewa langit penuh cinta menarik banget ya utk pertama x spray udh kecium sih burn cinnamon, agak kurang pinter buat nge describe aromanya krn memang gak pernah nyium aroma ini sebelumnya, unik, beda, mevvah, berkelas banget, tp masih hrs adaptasi sama wanginya sih ini, kayaknyakalo kita lewat kecium aroma ini pasti akan nengok se nengok2nya deh, buat ngedate sama suami malem2 cucmey niih.. overall aphrodite oke bingitt yaa.. thanks mykonos 🥰😘",5
"Best! CS fast response, status pengiriman juga jelas, dibonusin ini yg kecil enak bgt juga aromanya! Thank you 💯",5
"PO lebih cepat dari perkiraan, packing oleh seller juga baik, sehingga sampai dengan aman. Yang penting istri suka wanginya. Terima kasih",5
"Cukup kuat wanginya, sedikit maniss. Sayang banget gak dapet freebiesnya padahal dihalaman toko ada keterangannya.",5
"wanginya enak, dapet bonus, pengiriman cepat dan packing aman, love it",5
"PO nya gak lama ternyata di packing dengan sangat safety, sampai saya kira guling mini..karena bubble nya teval banget.. untuk parfum nya sendiri : Aphrodite ini one of most my fav parfume, harum nya sudah sangat candu banget untuk free nya dapat enchanted.",5
"pengiriman cepat, barang aman, untuk aroma mengarah ke leathery, sedikit manis, tipikal love or hate.",5
"Waah….dikirain pre-order akan lama, surprisingly cukup 2 hari sajaa sejak check out. Botolnya cantik, bit bulky and quite heavy, tapi super luv!! Urusan packaging…super aman. Cant describe the smell, tapi wanginya unik dan termasuk nggak pasaran. Semoga awettt thank you!",5
"Awalnya cuman beli tester, trnyata suka bgt sama aromanya, yang suka aroma tobaco terus ada hint manisnya sedikit pasti suka sama varian ini, awet sekali parfum ini, cocok untuk di pakai pada sore dan malam hari",5
"wanginya segar tidak bikin enek, dipadu dengan sansa terasa makin mewah wanginya",5
"Wangi enak banget, packaging nya keren, semoga awet lah👍🏻",5
"pembelian kedua. ga diragukan lagi parfum ini meninggalkan kesan mewah dan beda. aroma nya ga biasa dan bikin tenang. untuk orang yang gampang pusing sama parfum, tenang aja, aroma ini tuh bikin tenang, dan menciptakan kesan elegan.",5
"Baunya jenis gourmand kayaknya, sekilas kayak Sansa tapi saya lebih menyukai Sansa. Saya tertarik dgnn deskripsinya yg bilang burnt cinnamon dan subtle tobacco krn saya belum tau kayak apa itu baunya, sepertinya saya kurang cocok. Tapi gara2 membeli Aphrodite, saya jadi mengerti parfum apa yg saya sukai (bau ""water"", musk, atau yg powdery gitu).",4
"di hidung gua pertama kali semprot wangi apple pie kecium bgt, ada wangi2 tembakaunya juga yg buat wangi ini jadi ada earthynya. unisex",5
"Puas banget, wanginya mevvah bgt luph lah pokoknya",5
Wanginya seger dan cocok sekali untuk wanita,5
"wanginya 👍,, semprotan pertama kluar wangi yg seger"" gtu,, trus ad kaya wangi bedak gtu sama vanilla nya,, soft sh wanginya,, kaya ga asing sama wanginya 🤔 dapet tester matcga latte,, wangi jasmine nya di semprotan pertama langsung kluar, dibarengin wangi susu, ini jga soft sh,, 👍👍👍 buat mykonos",5
"seller sat set kirim, parfum ini lebih cocok untuk wanita",5
"di antara dari secret Ama matcha latte, aroma aphrodite yg menurutku B aja. manis, ada aroma maskulin dikiiit, mungkin Krn Burnt cinnamon nya yaaa.",5
"seperti org bilang, ga cuma rumor, lokal yg gabisa disangkal",5
Sesuai dengan pesanan wanginya juga enak g nyesel dah beli disini pokoknya next order lagi yg lain,5
"Barangnya sesuai pesanan, harga lbh murah, wanginya sukaaaa...",5
"sukaa sekali dapat bonus juga ,pokonya terbaik",5
"semoga cocok dengan kulit saya, overall puas",5
baunya enak. manis. suka. tapi lebih asik yg bonfire,5
"po nya lama bet pesan tanggal 4 datang tanggal 20, barang nya ok",5
Wangi yg pertama kali kecium si burnt cinnamon nya tobacco dan sandalwood enaak sih cuma blm terbiasa aja aroma kyk gt.. botolnya lucu bgd,5
"parfum kesukaanku, dari semua mykonos pernah q coba. down to earth, stilitos, california, sansa, verve, when in paris, slow living, hawaian crush, bonfire vanilla, dark secret, matcha latte, blossom, enchated",5
wanginyaaaa tk hilang 3 hari...real n udh 3x ini beli...,5
"Barangnya udh sampai ini rencana buat kado ulamhtahun, katanya dia suka ama parfum ini. Many thanks to mykonos",5
sukaa banget sama wanginya plus dapet tester moroccoan vanilla😍 makasihh minn,5
"terima kasih mykonos paketan nya sudah mendarat, semoga bs sesuai ya..karna ini baru mencoba jd semoga cocok dia ku",5
FINALLY IT'S HERE SMELL'S BEST AS ALWAYS,5
"Buat istri, semoga doi suka Thanks bonus 3,5ml nya ya",5
selalu the best dah utk aphrodite. my favorite parfume,5
"Terima kasih, packing aman, ada salah alamat abang kurir nya sangat membantu",5
"aromanya sangat amat amazing ya bund, lakik juga bisa pake karena ga semua yang soft itu untuk cewe, kita juga bisa gentle. Sweet nya dapet, boozy juga ada, tahan lama dan ga bikin eneg. EZ 10/10. buat para laki jangan takut buat beliin ini ke cewe ato ibu/tante kalian, fix ini disukai kalo pun ga bisa jadi pajangan karena botolnya slay.",5
"Bungkus rapi, pas terima rada penyok tapi luarnya aja karena bungkusan aslinya dikasih bubble wrap. Produk lumayan bagus, saya blind buy tapi tidak mengecewakan, rekomendasi.",5
sampaibdengan cepat dan selamat...wangi ok...pemesanan perdana.akan repeat order...dan dapet sample wangi lain.mantap,5
"harumnya beneran masih tahan, tapi ternyata pas di kulit aku ga cocok chemistry harumnya :( padahal beneran buas SPL nya",5
"Pengemasan dan pengiriman jauh lebih cepat. In terms of quality oke bgt, aromanya berlayer, packaging terniat, packing aman. Sayangnya ga dpt freebies walau beli 4 sekaligus. Pasahal bs bgt buat upselling kali aja cocok. Ini perfume vibe arab ya. Mirip lattafa oud mood but less sweet and more friendly. Nothing new nor original, really.",4
"Untuk kesekian kalinya beli Aphrodite, please ku sesuka itu sm perfume ini. Udah botol kedua untuk ukuran 100ml, untuk yang ukuran 50ml udh habis 3btl kayanya. Jujur ku pakai ini untuk daily, kebetulan ku kerja di ruangan ber AC dan kalau pakai ini tuh secukupnya jangan kebanyakan. Awal2 dia memang strong tapi percaya lah lama-lama wanginya enak banget. Tapi kembali lagi ke selera perfume masing-masing ya. Di kasih sample musk aura dan lagi lagi gue sukaaa, kudu beli juga.",5
"wanginya tahan lama bgt. dipake hari ini, di kamar wanginya bisa sampe besok atau lusanya. tapi nusuk hidung bgt wanginya",4
"Sebenernya konsep mykonos itu bagus, namun tlg dikurangi alkoholnya. soale after taste nya bau alkohol n longevitynya sebentar . paling an 2jam aja indoor. suskes terus yah buat mykonos.",5
sampai dengan aman. packaging bagus tapi wanginya nggak suka😢,4
"Lebih ke bau biskuit & balsamic sih ini yg kecium, tobacco dan woodynya kurang keluar. Kemasan dan pengirimin sih oke.",4
SPL dari aprodite ini sih paling juara menurutku dari semua varian yang ada mantul awet banget klo dibaju,5
wangi nya manis tapi ringan cocok banget untuk cewe,5
wanginya suka walaupun kalau kebanyakan jd enek karena wanginya manis. tp top sih tahan lama bgt. trs katanya PO 30 hari tp cpt bgt dikirimnya thanks ya.,5
"pre-order, tapi ternyata gak nunggu selama itu. paradise & aphrodite ini varian kesekian yang udah dicoba dari mykonos. so far suka semuanyaa..",5
"kayak harum vanilla, kalau keringatan jngn di pake",5
"PO tercepat ini, malah yang normal (bukan PO) belum nyampe.",5
"katanya buat outdoor ini parfum cocok tapi kok ilang min wanginya, kirain bakal awet wanginya belum juga sejam udh ilang wanginya mana saya beli 100 ml lagi",3
blind buy. lumayan sih wanginya. lama lama kecium powdery nya. gak tau apa cocok kalo buat cowok. ketahanan blm di coba ya. mudah2an awet kata orang orang.,5
"di hidungku wanginya kaya bau biskuit, manis dan creamy. kalo dari review katanya ada bau tobaco nya tapi di aku gak keciuman. untuk boozy nya lebih keciuman kalau disemprot di kulit, kalau di baju kurang bisa nyium",5
"Kayu manis dari awal sampe akhir, tapi tidak membisankan karena bergantian muncul wangi pendampingnya dari awal sampai skin scent 6 jam an",5
"nggak ada PO PO nya, 2 hari sampai, nice, recommended! dapet bonus pula..",5
"ternyata parfumnya lebih ke floral, powdery, sweet terlalu feminim. tidak cocok untuk pria dewasa tapi kesan positif dari teman kantor wanita sangat baik kesimpulannya arfum ini lebih cocok untuk wanita",5
"Baunya awet seharian, tapi terlalu strong buat aku. Lbh suka yg dolce cherry..",5
"aroma parfumnya enak, meski PO nya sampai 10 hari",4
Barangnya sesuai varian yg kita minta dan dibungkus rapi dikardus. Makasih kak smoga bs blanja disini lg,5
"Mykonos Aphrodite ga perlu di raguin lagi, rekomen banget",5
"late repiew .. setelah 2x FW ( pagi ruangan ac + malam nongkrong ), ntah kenapa yg saya rasain ini parfum SPLnya di saya low banget, dengan scent yg lebih dominan alkohol .. jadi bingung",4
suka banget sm wanginya dan tahan lama😍 luv mykonos💯,5
"suka sama wanginya, produksinya jg baru pantws PO nya lama, tapi sesuailah",5
"Kurang suka baunya, terlalu menyengat, dipake seharian msh wangi banget, wanginya sampe leher tenggorokan ga nyaman.",1
"status pre order ternyata 2 hari udah sampai rumah. Paket di kemas dengan baik Dan wanginya enak, manis.",5
asli wanginya enakkkk bgttt.. sweet but a bit spicy,5
"wangi sedikit pekat , pengiriman cepat banget makasihh mykonos...",5
Wihhhh keren diluar expektasi ternyata pengiriman cepet banget 😍,5
"sukaa banget sama parfumnyaa, splnya kencengg cuman kurangnya di ketahanan ajaa",5
"Botol ketigaaaa, sesuka itu ku dengan aphrodite",5
"Sdh diterima, lngsung cek & ricek sesuai ekpektasi. Emang sengaja beli bt istri & dia suka banget. Thank seller, pokoke top deh👍",5
Wanginya enak bgt harus coba serius! dikasih bonus juga. Makasi yaa,5
Wanginya suka banget! Packagingnya juga bagus. Love it!!!,5
"Barang sudah diterima namun masih belum dicoba karena takut kurir effect. Jika sudah dicoba dan OK, ulasan akan saya naikan. Thanks",4
Blind buy hheee wanginya spicy,5
Buat cowo juga oke walaupun manis,5
Alhamdulillah ternyata 2 hari udah sampai. Wanginya enak banget 😍,5
wanginya oke .. tahan lama,5
"Ini wangi Mykonos terfavorit aku, sengaja beli yg gede buat cadangan",5
"gratisan nya bnyk bgt wngi nya enk"" suka bgt",5
BARANG BAGUS,5
cepet kaliii padahal po,5
pencarian parfume lokalku berakhir ini best sih! repeat order,5
Tahan lama gaess,5
"wanginya enak, mudah mudahan awet wanginya",5
puas banget full give,5
lembut dan tahan lama,5
"Belum buka, nanti setelah buka saya cek",5
Mantappp sih ini,5
mamtab n cepat prosesnya,5
Wanginya soft enak bgttt,5
sesuai ekspektasi.,5
"thank you, banyaaak bonusnya ;)",5
Suka sm wanginya,5
mantaapp.recomended seller,5
"sukaaaaa wanginyaaaaaaa, semoga awett... .",5
Wanginya enak.,5
.,5
hmmmmmm harumnyoooooooooooooooooo mantapppooo nu meroooo uuunnooooooooooo,5
enak,5
Wangi banget,5
wanginya lebih k rempah²,4
enak bangettt aromanyaaa,5
wanginya awet banget,5
oke,5
gapernah bosen sama wanginya,5
wangi nya kalem,5
niceee banget lah pokonya,5
Bestt❤️❤️,5
Terbaik 🫰,5
wangiii sukak bgt,5
oke...👍👍👍,5
strong bgt kak,5
terimakasih paket sdh kterima,5
Ok,5
mantapppo,5
baguuuuuuus wangiiiiii,5
sukkaaaaa 😍😍,5
