content,rating
"Oke. Agak oily. Wanginya setrong di awal. Dry down seperti wangi sabun. Lumayan enak sih kalo udh beberapa menit. Pengiriman cepat, packaging baik.",5
"wanginya segar seperti buah-buahan, kualitas bagus, cocok untuk wanita dan juga pria",5
"wanginya enak dan awet diruang AC, seger, dapet free nya juga enak. Nunggu promo lagi baru cek out",5
"asekkk cepet sampenya,,, varian ini yg paling aku suka tahan lama, lumayan dpt sample kecil varian lain,, di bungkusnya rapi bgt, tq seller dan abang kurir, makasih",5
"Jujur baru pertama coba karena banyak yg rekomendasi parfum saff & co yang LOUI ini. Dan ternyata, cocok!! Aku suka banget baunya, seger floral gitu aaaa. Apalagi dpt harga yg murah dari harga aslinya! Makasih yaa saff & co, aku bakal terus co buat cobain varian lain hihihi 🤍",5
"kalo soal wangi ketahanan cocok atau engga kan kembali ke individunya aja. aku mau bahas pelayanan nya sih.. kalo setiap kita beli produknya kan suka dikasih tester ya yg notabebenya gratis, nah kemarin aku dapet tester coco tapi ternyata bocor/tempatnya pecah gt. laporan lah ke admin tokpednya, kata adminnya sekalipun tester mereka tanggung jawab asalkan ada video unboxing. dan dialihkan buat prnyelesaiannya via WA nya. jdnya next order aku bisa dapet tester 2 kata admin di wa. adminnya sat set sat set bgt sih luvvv. ditunggu varian barunya lagi 😻",5
"Louinya udh nyampe dng selamat aman. Pesen kemaren siang, td sore udh nyampe lg. Pengemasan jg cpt. Klo buat parfumnya sih gak ush ditanya lg, awet, wangi jg enak, fav bgt loui setelah 540. Makasih jg free samplenya dikasih ostara, sesuai harapan aq. Ostara jg enak wanginya lbh strong dr loui. 👍🏻",5
"wanginya fresh white floral bangett, awal semprot pasti yang kecium soft fresh floral, rose sama lily nya trs dry down nya dia slightly musky tp gak yang strong, pokoknya kl pake ini berasa cewek anggun feminim. buat aku yg suka manis sebenernya awal2 kek hmmm gt tp setelah dipake berkali2 wangi nya oke juga loh, dan di aku ketahanan nya 5 jam an sih. dikasih free las pozas, dan somehow aku lebih suka sm si las pozas nya ahahah",5
"Pengiriman cepat, packaging bagus. dapat harga flash sale juga. belom coba parfumnya. semoga cocok",5
"nice. agak strong di awal, soft di belakang",5
"Ya ampuun seneng bgt sama wanginya perfume varian ini. Wanginya mewah dan elegan. Box dan packagingnya jg rapi dan menawan. Kurir cepet jg, ga ada yg ga bikin seneng. Udh gt, dpt sample another perfume yg jg enak bgt wanginya (las polaz)",5
"Barang tiba cepat sekali, packing rapih, baru coba aroma parfum varian Loui, semoga cocok, sukses buat penjual",5
"wanginya cocok bgd , luv. terus tahan lama, biasanya tahan seharian, and sprayernya juga mantul",5
yg suka floral dan ga suka manis cocok bgt pake ini! dry downednya lebih enak lagiii!! cuma kalo di pake di bawah terik matahari agak kurang cocok ya 🙂 tpi so far enak sih! dpt free yg solaris dan wanginya masuk bgt di akuu,5
"packaging nya bagus banget dan rqpih juga!! aku udah pakai dua hari dan wanginya awet banget padahal udah 12 jam pemakaian, tapi masih kecium. awal2 disemprot strong banget, tapi lama2 jadi soft wanginya. terus wanginya bikin orang lain kecium juga padahal jaraknya lumayan hahahaha. ostaranya juga gk kalah wangi, tapi bagi aku wanginya lebih sweet dibanding loui. next bakal nyobain sih. terima kasih yaaa🫶🏻🫶🏻🫶🏻",5
"akhirnya memutuskan beli karena spl nya emg nampol cuma kek e lebih awet di baju ya dari pada di badan. ak ga expect kalo ostara ternyata juga enak seger bgt kayak abis mandi trs ga bikin pusing. sejauh ini suka sm loui, ostara dan sotb. paling tahan lama sotb tp jgn di pake siang siang. loui dry down nya wah wangi bgt asliii, bcs ak suka parfum yg powdery. ostara jg enak wanginya seger cuma gatau tahan brp jam. dah gt ajaa. enak sih wanginya cuma untuk harga segini dapet 30ml mayan pricey yaaa haha. thank u",5
"good, sukaa. agak lama pengiriman nya padahal buat kado jadi kelewat dikit, but its okay. waw dapat tester Maleali juga, kereeen. thank youuu saff & co.",5
"Wanginya tidak biasa/unik gitu, cocok buat female yg bukan teenager.. wangi bunga mawarnya strong tapi ga nyegrakk, lama kelamaan enak wanginya.. Dapat free tester solaris yang wanginya enak juga dan lebih cocok ke male.. Penasaran sm wangi yang lainn",5
"Wangi paling cocok! Harum nya awet bgt kalo di gue. Kerja outdoor lumayan lah masih wangi 5-6 jam an hahaha. Packaging nya bagus, ga kaleng2 bro.",5
"Suka baunya, dulu pernah pakai dan kualitas sama, untuk botol sekarang ada inprovement lebih baik",5
"repeat order untuk Loui sampe ikutan PO seminggu karna sesuka dan secocok itu wangi ny ke aku. alhamdulillah PO nya ga sampe seminggu. cuma 3 hari dan hari ke 4 nya udh sampe di rumah.. langsung beli 2 karna takut hrs PO lagi. ketahanan nya as always d pake dari pagi jam 7 sampe pulang kantor jam 7 lg sampe rumah masih awet dong.. yang mau coba ada travel size ny, jd bs explore wangi ny tanpa hrs beli yg 30 ml ny. oh iya aku dpt tester yg S.O.T.B dan enak juga, wangi ny sweet like candy.. dan dapet treats permen for Halloween.",5
"pertama tau wangi loui karna dapet tester pas pembelian iliad, jadi pangsung naksir hahaha wangi nya fresh awet juga, aku di outdoor dari pagi sampe mlm thankyou",5
"Hwaaaa dapet dari flash sale cuma 25k ajaaa. Wanginya sesuai deskripsi sih, wangi2 aroma rose gitu dan menurutku cukup strong di awal tapi lama2 enak",5
"Akhirnya sampai paketku H+1 setelah ada problem di jasa kirim dan resepsionis gedung. Wangi Loui enak, feminim soft gitu. Aku semprot di leher sampai buat mandi 1x ngga hilang. Setelah 2x wudhu, yg di pergelangan tangan wanginya masih stay. Belom coba untuk naik motor sih tapi semoga awet lawan debu polusi jekardah. Sayang, agak ninggalin noda kuning kalau di semprot langsung ke baju putih. Dapat free maleali ga kalah enak wanginya, tapi terlalu manly menurut ku maleali",5
"pengiriman cepat,packing aman,barang sesuai,wanginya enak",5
"wanginya tahan seharian, wanginya soft ga nusuk di hidung, pas buat dipakai harian, packagingnya cantiik banget",5
"Ga nyangka, bener bener ga nyaka bakal senempel ini, wanginya aku kenal banget walaupun bukan spesifik wangi yang aku banget cuma aku bener bener suka. Pas di semprot ke kulit lama lama wanginya bounding dan lebih enak lagi. Testernya yang saff juga gila banget, semoga suamiku suka yang saff biar langsung aku beli full sizenya.",5
Parfum ini wanginya enak banget dan tahan lama. Suka banget yg powdery with florals hint apalagi ada hint rose. Will forever be one of my signature scent. Enggak bikin kuning di baju juga. Thank you! Pengirimannya juga cepat banget.,5
"dg harga segini dan package yg kaya gini worthed bgt sih, ga nyangya dpt testernya, dan lebih suka testernya tapi loui juga enak 🥹",5
"suka banget sama wangi loui ini,awalnya beli yg kecil dan ternyata cocok sama wangi nya..",5
"wangi se enak itu dan beli pas promo 25 bank mandiri,super worth it",5
"Aroma bunga Mawar, agak strong pas awal tp perlahan makin soft, condong ke feminim aromanya, makin lama makin enak. sdh pernh nyoba SOTB, LOUI, Solaris, Loui ini utk sy ada diurutan ke 2 stlah SOTB. sukses selalu Saff n Co",5
"Wangi rose sama peonynya kerasa banget, fresh banget.. wanginya agak mirip dengan parfum lain.tapi keseluruhan oke banget..",5
"suka banget sama wanginya cocok sama idungku hehe... packaging nya juga bagus, bisa di jadikan hadiah 😍",5
Pelayanan yg gercep Asli keren Pengemasan bagus dan brang pun nyampe dgn aman Dapet bonus sample mini bottle dr varian yg brbeda Makasih yaaa,5
"Sempet beli loui yg kecil, trs akhirnya beli lagi yg full size karena murid di sekolah aku pada notice dan bilang aku wanginya enak, kebetulan emang suka sama parfum yg wangi bunga. Makasih banyak ya untuk hadiahnya banyak sekali❤️❤️",5
Wangi nya soft banget dan tahan lama banget untuk wangi nya🫶🏻,5
